time	L1	L2	L3	L4
2018-01-29 05:00:00	116	99	85	102
2018-01-29 05:00:00	116	99	85	102
2018-01-29 05:00:00	116	99	85	102
2018-01-29 05:30:00	116	99	85	102
2018-01-29 05:30:00	116	99	85	102
2018-01-29 05:30:00	116	99	85	102
2018-01-29 05:30:00	116	99	85	102
2018-01-29 06:00:00	116	99	85	102
2018-01-29 06:00:00	116	99	85	102
2018-01-29 06:00:00	116	99	85	102
2018-01-29 06:00:00	116	99	85	102
2018-01-29 06:30:00	116	99	85	102
2018-01-29 06:30:00	116	99	85	102
2018-01-29 06:30:00	116	99	85	102
2018-01-29 06:30:00	116	99	85	102
2018-01-29 07:00:00	116	99	85	102
2018-01-29 07:00:00	116	99	85	102
2018-01-29 07:00:00	116	99	85	102
2018-01-29 07:00:00	116	99	85	102
2018-01-29 07:30:00	116	99	85	102
2018-01-29 07:30:00	116	99	85	102
2018-01-29 07:30:00	116	99	85	102
2018-01-29 07:30:00	116	99	85	102
2018-01-29 09:30:00	116	99	85	102
2018-01-29 09:30:00	116	99	85	102
2018-01-29 09:30:00	116	99	85	102
2018-01-29 09:30:00	116	99	85	102
2018-01-29 10:00:00	116	99	85	102
2018-01-29 10:00:00	116	99	85	102
2018-01-29 10:00:00	116	99	85	102
2018-01-29 10:00:00	116	99	85	102
2018-01-29 10:30:00	116	98	85	102
2018-01-29 10:30:00	116	98	85	102
2018-01-29 10:30:00	116	98	85	102
2018-01-29 10:30:00	116	98	85	102
2018-01-29 11:00:00	116	98	85	102
2018-01-29 11:00:00	116	98	85	102
2018-01-29 11:00:00	116	98	85	102
2018-01-29 11:00:00	116	98	85	102
2018-01-29 11:30:00	116	97	85	102
2018-01-29 11:30:00	116	97	85	102
2018-01-29 11:30:00	116	97	85	102
2018-01-29 11:30:00	116	97	85	102
2018-01-29 12:00:00	116	97	85	102
2018-01-29 12:00:00	116	97	85	102
2018-01-29 12:00:00	116	97	85	102
2018-01-29 12:00:00	116	97	85	102
2018-01-29 12:30:00	116	97	85	101
2018-01-29 12:30:00	116	97	85	101
2018-01-29 12:30:00	116	97	85	101
2018-01-29 12:30:00	116	97	85	101
2018-01-29 13:00:00	116	97	85	101
2018-01-29 13:00:00	116	97	85	101
2018-01-29 13:00:00	116	97	85	101
2018-01-29 13:00:00	116	97	85	101
2018-01-29 13:30:00	116	97	85	101
2018-01-29 13:30:00	116	97	85	101
2018-01-29 13:30:00	116	97	85	101
2018-01-29 13:30:00	116	97	85	101
2018-01-29 14:00:00	116	97	85	100
2018-01-29 14:00:00	116	97	85	100
2018-01-29 14:00:00	116	97	85	100
2018-01-29 14:00:00	116	97	85	100
2018-01-29 14:30:00	116	97	85	100
2018-01-29 14:30:00	116	97	85	100
2018-01-29 14:30:00	116	97	85	100
2018-01-29 14:30:00	116	97	85	100
2018-01-29 15:00:00	116	97	85	100
2018-01-29 15:00:00	116	97	85	100
2018-01-29 15:00:00	116	97	85	100
2018-01-29 15:00:00	116	97	85	100
2018-01-29 15:30:00	116	97	84	99
2018-01-29 15:30:00	116	97	84	99
2018-01-29 15:30:00	116	97	84	99
2018-01-29 15:30:00	116	97	84	99
2018-01-29 16:00:00	116	97	84	98
2018-01-29 16:00:00	116	97	84	98
2018-01-29 16:00:00	116	97	84	98
2018-01-29 16:00:00	116	97	84	98
2018-01-29 16:30:00	115	97	84	97
2018-01-29 16:30:00	115	97	84	97
2018-01-29 16:30:00	115	97	84	97
2018-01-29 16:30:00	115	97	84	97
2018-01-29 17:00:00	115	97	84	96
2018-01-29 17:00:00	115	97	84	96
2018-01-29 17:00:00	115	97	84	96
2018-01-29 17:00:00	115	97	84	96
2018-01-29 17:30:00	115	97	84	96
2018-01-29 17:30:00	115	97	84	96
2018-01-29 17:30:00	115	97	84	96
2018-01-29 17:30:00	115	97	84	96
2018-01-29 18:00:00	115	97	84	96
2018-01-29 18:00:00	115	97	84	96
2018-01-29 18:00:00	115	97	84	96
2018-01-29 18:00:00	115	97	84	96
2018-01-29 18:30:00	110	92	77	95
2018-01-29 18:30:00	110	92	77	95
2018-01-29 18:30:00	110	92	77	95
2018-01-29 18:30:00	110	92	77	95
2018-01-29 19:00:00	109	92	77	95
2018-01-29 19:00:00	109	92	77	95
2018-01-29 19:00:00	109	92	77	95
2018-01-29 19:00:00	109	92	77	95
2018-01-29 19:30:00	109	92	77	95
2018-01-29 19:30:00	109	92	77	95
2018-01-29 19:30:00	109	92	77	95
2018-01-29 19:30:00	109	92	77	95
2018-01-29 20:00:00	109	92	77	95
2018-01-29 20:00:00	109	92	77	95
2018-01-29 20:00:00	109	92	77	95
2018-01-29 20:00:00	109	92	77	95
2018-01-29 20:30:00	108	92	76	95
2018-01-29 20:30:00	108	92	76	95
2018-01-29 20:30:00	108	92	76	95
2018-01-29 20:30:00	108	92	76	95
2018-01-29 21:00:00	108	92	76	95
2018-01-29 21:00:00	108	92	76	95
2018-01-29 21:00:00	108	92	76	95
2018-01-29 21:00:00	108	92	76	95
2018-01-29 21:30:00	109	93	76	95
2018-01-29 21:30:00	109	93	76	95
2018-01-29 21:30:00	109	93	76	95
2018-01-29 21:30:00	109	93	76	95
2018-01-29 22:00:00	109	93	76	95
2018-01-29 22:00:00	109	93	76	95
2018-01-29 22:00:00	109	93	76	95
2018-01-29 22:00:00	109	93	76	95
2018-01-29 22:30:00	108	93	76	95
2018-01-29 22:30:00	108	93	76	95
2018-01-29 22:30:00	108	93	76	95
2018-01-29 22:30:00	108	93	76	95
2018-01-29 23:00:00	107	93	76	95
2018-01-29 23:00:00	107	93	76	95
2018-01-29 23:00:00	107	93	76	95
2018-01-29 23:00:00	107	93	76	95
2018-01-29 23:30:00	107	92	76	95
2018-01-29 23:30:00	107	92	76	95
2018-01-29 23:30:00	107	92	76	95
2018-01-29 23:30:00	107	92	76	95
2018-01-30 00:00:00	107	92	76	95
2018-01-30 00:00:00	107	92	76	95
2018-01-30 00:00:00	107	92	76	95
2018-01-30 00:00:00	107	92	76	95
2018-01-30 00:30:00	107	92	76	96
2018-01-30 00:30:00	107	92	76	96
2018-01-30 00:30:00	107	92	76	96
2018-01-30 00:30:00	107	92	76	96
2018-01-30 01:00:00	107	92	76	96
2018-01-30 01:00:00	107	92	76	96
2018-01-30 01:00:00	107	92	76	96
2018-01-30 01:00:00	107	92	76	96
2018-01-30 01:30:00	106	92	76	96
2018-01-30 01:30:00	106	92	76	96
2018-01-30 01:30:00	106	92	76	96
2018-01-30 01:30:00	106	92	76	96
2018-01-30 02:00:00	106	92	76	97
2018-01-30 02:00:00	106	92	76	97
2018-01-30 02:00:00	106	92	76	97
2018-01-30 02:00:00	106	92	76	97
2018-01-30 02:30:00	105	92	76	97
2018-01-30 02:30:00	105	92	76	97
2018-01-30 02:30:00	105	92	76	97
2018-01-30 02:30:00	105	92	76	97
2018-01-30 03:00:00	105	92	76	97
2018-01-30 03:00:00	105	92	76	97
2018-01-30 03:00:00	105	92	76	97
2018-01-30 03:00:00	105	92	76	97
2018-01-30 03:30:00	105	92	76	97
2018-01-30 03:30:00	105	92	76	97
2018-01-30 03:30:00	105	92	76	97
2018-01-30 03:30:00	105	92	76	97
2018-01-30 04:00:00	105	92	76	97
2018-01-30 04:00:00	105	92	76	97
2018-01-30 04:00:00	105	92	76	97
2018-01-30 04:00:00	105	92	76	97
2018-01-30 04:30:00	105	92	76	97
2018-01-30 04:30:00	105	92	76	97
2018-01-30 04:30:00	105	92	76	97
2018-01-30 04:30:00	105	92	76	97
2018-01-30 05:00:00	105	92	76	97
2018-01-30 05:00:00	105	92	76	97
2018-01-30 05:00:00	105	92	76	97
2018-01-30 05:00:00	105	92	76	97
2018-01-30 05:30:00	105	92	76	97
2018-01-30 05:30:00	105	92	76	97
2018-01-30 05:30:00	105	92	76	97
2018-01-30 05:30:00	105	92	76	97
2018-01-30 06:00:00	105	92	76	97
2018-01-30 06:00:00	105	92	76	97
2018-01-30 06:00:00	105	92	76	97
2018-01-30 06:00:00	105	92	76	97
2018-01-30 06:30:00	105	92	76	97
2018-01-30 06:30:00	105	92	76	97
2018-01-30 06:30:00	105	92	76	97
2018-01-30 06:30:00	105	92	76	97
2018-01-30 07:00:00	105	92	76	97
2018-01-30 07:00:00	105	92	76	97
2018-01-30 07:00:00	105	92	76	97
2018-01-30 07:00:00	105	92	76	97
2018-01-30 07:30:00	105	92	75	97
2018-01-30 07:30:00	105	92	75	97
2018-01-30 07:30:00	105	92	75	97
2018-01-30 07:30:00	105	92	75	97
2018-01-30 09:30:00	105	92	75	97
2018-01-30 09:30:00	105	92	75	97
2018-01-30 09:30:00	105	92	75	97
2018-01-30 09:30:00	105	92	75	97
2018-01-30 10:00:00	105	92	75	97
2018-01-30 10:00:00	105	92	75	97
2018-01-30 10:00:00	105	92	75	97
2018-01-30 10:00:00	105	92	75	97
2018-01-30 10:30:00	105	92	75	97
2018-01-30 10:30:00	105	92	75	97
2018-01-30 10:30:00	105	92	75	97
2018-01-30 10:30:00	105	92	75	97
2018-01-30 11:00:00	105	92	75	97
2018-01-30 11:00:00	105	92	75	97
2018-01-30 11:00:00	105	92	75	97
2018-01-30 11:00:00	105	92	75	97
2018-01-30 11:30:00	105	92	73	97
2018-01-30 11:30:00	105	92	73	97
2018-01-30 11:30:00	105	92	73	97
2018-01-30 11:30:00	105	92	73	97
2018-01-30 12:00:00	105	92	73	97
2018-01-30 12:00:00	105	92	73	97
2018-01-30 12:00:00	105	92	73	97
2018-01-30 12:00:00	105	92	73	97
2018-01-30 12:30:00	105	92	73	97
2018-01-30 12:30:00	105	92	73	97
2018-01-30 12:30:00	105	92	73	97
2018-01-30 12:30:00	105	92	73	97
2018-01-30 13:00:00	105	92	72	97
2018-01-30 13:00:00	105	92	72	97
2018-01-30 13:00:00	105	92	72	97
2018-01-30 13:00:00	105	92	72	97
2018-01-30 13:30:00	105	92	72	97
2018-01-30 13:30:00	105	92	72	97
2018-01-30 13:30:00	105	92	72	97
2018-01-30 13:30:00	105	92	72	97
2018-01-30 14:00:00	105	91	72	97
2018-01-30 14:00:00	105	91	72	97
2018-01-30 14:00:00	105	91	72	97
2018-01-30 14:00:00	105	91	72	97
2018-01-30 14:30:00	105	91	71	98
2018-01-30 14:30:00	105	91	71	98
2018-01-30 14:30:00	105	91	71	98
2018-01-30 14:30:00	105	91	71	98
2018-01-30 15:00:00	104	91	71	98
2018-01-30 15:00:00	104	91	71	98
2018-01-30 15:00:00	104	91	71	98
2018-01-30 15:00:00	104	91	71	98
2018-01-30 15:30:00	104	91	71	98
2018-01-30 15:30:00	104	91	71	98
2018-01-30 15:30:00	104	91	71	98
2018-01-30 15:30:00	104	91	71	98
2018-01-30 16:00:00	104	91	71	98
2018-01-30 16:00:00	104	91	71	98
2018-01-30 16:00:00	104	91	71	98
2018-01-30 16:00:00	104	91	71	98
2018-01-30 16:30:00	104	91	71	98
2018-01-30 16:30:00	104	91	71	98
2018-01-30 16:30:00	104	91	71	98
2018-01-30 16:30:00	104	91	71	98
2018-01-30 17:00:00	104	91	70	99
2018-01-30 17:00:00	104	91	70	99
2018-01-30 17:00:00	104	91	70	99
2018-01-30 17:00:00	104	91	70	99
2018-01-30 17:30:00	104	91	70	99
2018-01-30 17:30:00	104	91	70	99
2018-01-30 17:30:00	104	91	70	99
2018-01-30 17:30:00	104	91	70	99
2018-01-30 18:00:00	104	91	70	99
2018-01-30 18:00:00	104	91	70	99
2018-01-30 18:00:00	104	91	70	99
2018-01-30 18:00:00	104	91	70	99
2018-01-30 18:30:00	104	90	70	99
2018-01-30 18:30:00	104	90	70	99
2018-01-30 18:30:00	104	90	70	99
2018-01-30 18:30:00	104	90	70	99
2018-01-30 19:00:00	104	90	70	99
2018-01-30 19:00:00	104	90	70	99
2018-01-30 19:00:00	104	90	70	99
2018-01-30 19:00:00	104	90	70	99
2018-01-30 19:30:00	104	90	68	99
2018-01-30 19:30:00	104	90	68	99
2018-01-30 19:30:00	104	90	68	99
2018-01-30 19:30:00	104	90	68	99
2018-01-30 20:00:00	104	90	68	99
2018-01-30 20:00:00	104	90	68	99
2018-01-30 20:00:00	104	90	68	99
2018-01-30 20:00:00	104	90	68	99
2018-01-30 20:30:00	104	90	68	99
2018-01-30 20:30:00	104	90	68	99
2018-01-30 20:30:00	104	90	68	99
2018-01-30 20:30:00	104	90	68	99
2018-01-30 21:00:00	103	90	68	99
2018-01-30 21:00:00	103	90	68	99
2018-01-30 21:00:00	103	90	68	99
2018-01-30 21:00:00	103	90	68	99
2018-01-30 21:30:00	104	90	68	99
2018-01-30 21:30:00	104	90	68	99
2018-01-30 21:30:00	104	90	68	99
2018-01-30 21:30:00	104	90	68	99
2018-01-30 22:00:00	104	89	68	100
2018-01-30 22:00:00	104	89	68	100
2018-01-30 22:00:00	104	89	68	100
2018-01-30 22:00:00	104	89	68	100
2018-01-30 22:30:00	103	89	68	99
2018-01-30 22:30:00	103	89	68	99
2018-01-30 22:30:00	103	89	68	99
2018-01-30 22:30:00	103	89	68	99
2018-01-30 23:00:00	103	89	66	99
2018-01-30 23:00:00	103	89	66	99
2018-01-30 23:00:00	103	89	66	99
2018-01-30 23:00:00	103	89	66	99
2018-01-30 23:30:00	103	89	66	99
2018-01-30 23:30:00	103	89	66	99
2018-01-30 23:30:00	103	89	66	99
2018-01-30 23:30:00	103	89	66	99
2018-01-31 00:00:00	103	89	66	99
2018-01-31 00:00:00	103	89	66	99
2018-01-31 00:00:00	103	89	66	99
2018-01-31 00:00:00	103	89	66	99
2018-01-31 00:30:00	103	89	66	99
2018-01-31 00:30:00	103	89	66	99
2018-01-31 00:30:00	103	89	66	99
2018-01-31 00:30:00	103	89	66	99
2018-01-31 01:00:00	103	89	66	101
2018-01-31 01:00:00	103	89	66	101
2018-01-31 01:00:00	103	89	66	101
2018-01-31 01:00:00	103	89	66	101
2018-01-31 01:30:00	103	89	65	101
2018-01-31 01:30:00	103	89	65	101
2018-01-31 01:30:00	103	89	65	101
2018-01-31 01:30:00	103	89	65	101
2018-01-31 02:00:00	103	88	65	101
2018-01-31 02:00:00	103	88	65	101
2018-01-31 02:00:00	103	88	65	101
2018-01-31 02:00:00	103	88	65	101
2018-01-31 02:30:00	103	88	65	101
2018-01-31 02:30:00	103	88	65	101
2018-01-31 02:30:00	103	88	65	101
2018-01-31 02:30:00	103	88	65	101
2018-01-31 03:00:00	103	88	65	101
2018-01-31 03:00:00	103	88	65	101
2018-01-31 03:00:00	103	88	65	101
2018-01-31 03:00:00	103	88	65	101
2018-01-31 03:30:00	103	88	65	101
2018-01-31 03:30:00	103	88	65	101
2018-01-31 03:30:00	103	88	65	101
2018-01-31 03:30:00	103	88	65	101
2018-01-31 04:00:00	103	88	65	101
2018-01-31 04:00:00	103	88	65	101
2018-01-31 04:00:00	103	88	65	101
2018-01-31 04:00:00	103	88	65	101
2018-01-31 04:30:00	103	88	65	101
2018-01-31 04:30:00	103	88	65	101
2018-01-31 04:30:00	103	88	65	101
2018-01-31 04:30:00	103	88	65	101
2018-01-31 05:00:00	103	88	65	101
2018-01-31 05:00:00	103	88	65	101
2018-01-31 05:00:00	103	88	65	101
2018-01-31 05:00:00	103	88	65	101
2018-01-31 05:30:00	103	88	65	101
2018-01-31 05:30:00	103	88	65	101
2018-01-31 05:30:00	103	88	65	101
2018-01-31 05:30:00	103	88	65	101
2018-01-31 06:00:00	103	88	65	101
2018-01-31 06:00:00	103	88	65	101
2018-01-31 06:00:00	103	88	65	101
2018-01-31 06:00:00	103	88	65	101
2018-01-31 06:30:00	103	88	65	101
2018-01-31 06:30:00	103	88	65	101
2018-01-31 06:30:00	103	88	65	101
2018-01-31 06:30:00	103	88	65	101
2018-01-31 07:00:00	103	88	65	101
2018-01-31 07:00:00	103	88	65	101
2018-01-31 07:00:00	103	88	65	101
2018-01-31 07:00:00	103	88	65	101
2018-01-31 07:30:00	103	88	65	101
2018-01-31 07:30:00	103	88	65	101
2018-01-31 07:30:00	103	88	65	101
2018-01-31 07:30:00	103	88	65	101
2018-01-31 09:30:00	103	88	65	101
2018-01-31 09:30:00	103	88	65	101
2018-01-31 09:30:00	103	88	65	101
2018-01-31 09:30:00	103	88	65	101
2018-01-31 10:00:00	103	88	65	100
2018-01-31 10:00:00	103	88	65	100
2018-01-31 10:00:00	103	88	65	100
2018-01-31 10:00:00	103	88	65	100
2018-01-31 10:30:00	103	88	65	100
2018-01-31 10:30:00	103	88	65	100
2018-01-31 10:30:00	103	88	65	100
2018-01-31 10:30:00	103	88	65	100
2018-01-31 11:00:00	103	88	65	100
2018-01-31 11:00:00	103	88	65	100
2018-01-31 11:00:00	103	88	65	100
2018-01-31 11:00:00	103	88	65	100
2018-01-31 11:30:00	103	88	65	100
2018-01-31 11:30:00	103	88	65	100
2018-01-31 11:30:00	103	88	65	100
2018-01-31 11:30:00	103	88	65	100
2018-01-31 12:00:00	103	88	65	100
2018-01-31 12:00:00	103	88	65	100
2018-01-31 12:00:00	103	88	65	100
2018-01-31 12:00:00	103	88	65	100
2018-01-31 12:30:00	103	88	64	99
2018-01-31 12:30:00	103	88	64	99
2018-01-31 12:30:00	103	88	64	99
2018-01-31 12:30:00	103	88	64	99
2018-01-31 13:00:00	102	88	64	99
2018-01-31 13:00:00	102	88	64	99
2018-01-31 13:00:00	102	88	64	99
2018-01-31 13:00:00	102	88	64	99
2018-01-31 13:30:00	102	88	64	99
2018-01-31 13:30:00	102	88	64	99
2018-01-31 13:30:00	102	88	64	99
2018-01-31 13:30:00	102	88	64	99
2018-01-31 14:00:00	102	88	64	99
2018-01-31 14:00:00	102	88	64	99
2018-01-31 14:00:00	102	88	64	99
2018-01-31 14:00:00	102	88	64	99
2018-01-31 14:30:00	102	86	64	98
2018-01-31 14:30:00	102	86	64	98
2018-01-31 14:30:00	102	86	64	98
2018-01-31 14:30:00	102	86	64	98
2018-01-31 15:00:00	101	86	64	98
2018-01-31 15:00:00	101	86	64	98
2018-01-31 15:00:00	101	86	64	98
2018-01-31 15:00:00	101	86	64	98
2018-01-31 15:30:00	101	85	64	99
2018-01-31 15:30:00	101	85	64	99
2018-01-31 15:30:00	101	85	64	99
2018-01-31 15:30:00	101	85	64	99
2018-01-31 16:00:00	101	84	64	99
2018-01-31 16:00:00	101	84	64	99
2018-01-31 16:00:00	101	84	64	99
2018-01-31 16:00:00	101	84	64	99
2018-01-31 16:30:00	101	84	64	98
2018-01-31 16:30:00	101	84	64	98
2018-01-31 16:30:00	101	84	64	98
2018-01-31 16:30:00	101	84	64	98
2018-01-31 17:00:00	100	84	64	98
2018-01-31 17:00:00	100	84	64	98
2018-01-31 17:00:00	100	84	64	98
2018-01-31 17:00:00	100	84	64	98
2018-01-31 17:30:00	99	84	63	99
2018-01-31 17:30:00	99	84	63	99
2018-01-31 17:30:00	99	84	63	99
2018-01-31 17:30:00	99	84	63	99
2018-01-31 18:00:00	99	82	63	101
2018-01-31 18:00:00	99	82	63	101
2018-01-31 18:00:00	99	82	63	101
2018-01-31 18:00:00	99	82	63	101
2018-01-31 18:30:00	99	82	63	99
2018-01-31 18:30:00	99	82	63	99
2018-01-31 18:30:00	99	82	63	99
2018-01-31 18:30:00	99	82	63	99
2018-01-31 19:00:00	99	82	62	98
2018-01-31 19:00:00	99	82	62	98
2018-01-31 19:00:00	99	82	62	98
2018-01-31 19:00:00	99	82	62	98
2018-01-31 19:30:00	99	81	62	98
2018-01-31 19:30:00	99	81	62	98
2018-01-31 19:30:00	99	81	62	98
2018-01-31 19:30:00	99	81	62	98
2018-01-31 20:00:00	99	80	61	98
2018-01-31 20:00:00	99	80	61	98
2018-01-31 20:00:00	99	80	61	98
2018-01-31 20:00:00	99	80	61	98
2018-01-31 20:30:00	99	79	61	98
2018-01-31 20:30:00	99	79	61	98
2018-01-31 20:30:00	99	79	61	98
2018-01-31 20:30:00	99	79	61	98
2018-01-31 21:00:00	99	78	61	98
2018-01-31 21:00:00	99	78	61	98
2018-01-31 21:00:00	99	78	61	98
2018-01-31 21:00:00	99	78	61	98
2018-01-31 21:30:00	100	78	60	98
2018-01-31 21:30:00	100	78	60	98
2018-01-31 21:30:00	100	78	60	98
2018-01-31 21:30:00	100	78	60	98
2018-01-31 22:00:00	100	78	60	98
2018-01-31 22:00:00	100	78	60	98
2018-01-31 22:00:00	100	78	60	98
2018-01-31 22:00:00	100	78	60	98
2018-01-31 22:30:00	101	78	60	96
2018-01-31 22:30:00	101	78	60	96
2018-01-31 22:30:00	101	78	60	96
2018-01-31 22:30:00	101	78	60	96
2018-01-31 23:00:00	101	78	60	96
2018-01-31 23:00:00	101	78	60	96
2018-01-31 23:00:00	101	78	60	96
2018-01-31 23:00:00	101	78	60	96
2018-01-31 23:30:00	101	78	60	95
2018-01-31 23:30:00	101	78	60	95
2018-01-31 23:30:00	101	78	60	95
2018-01-31 23:30:00	101	78	60	95
2018-02-01 00:00:00	101	78	61	94
2018-02-01 00:00:00	101	78	61	94
2018-02-01 00:00:00	101	78	61	94
2018-02-01 00:00:00	101	78	61	94
2018-02-01 00:30:00	101	78	61	94
2018-02-01 00:30:00	101	78	61	94
2018-02-01 00:30:00	101	78	61	94
2018-02-01 00:30:00	101	78	61	94
2018-02-01 01:00:00	101	78	61	94
2018-02-01 01:00:00	101	78	61	94
2018-02-01 01:00:00	101	78	61	94
2018-02-01 01:00:00	101	78	61	94
2018-02-01 01:30:00	101	78	61	94
2018-02-01 01:30:00	101	78	61	94
2018-02-01 01:30:00	101	78	61	94
2018-02-01 01:30:00	101	78	61	94
2018-02-01 02:00:00	101	78	61	94
2018-02-01 02:00:00	101	78	61	94
2018-02-01 02:00:00	101	78	61	94
2018-02-01 02:00:00	101	78	61	94
2018-02-01 02:30:00	101	78	61	94
2018-02-01 02:30:00	101	78	61	94
2018-02-01 02:30:00	101	78	61	94
2018-02-01 02:30:00	101	78	61	94
2018-02-01 03:00:00	101	78	61	94
2018-02-01 03:00:00	101	78	61	94
2018-02-01 03:00:00	101	78	61	94
2018-02-01 03:00:00	101	78	61	94
2018-02-01 03:30:00	101	78	61	94
2018-02-01 03:30:00	101	78	61	94
2018-02-01 03:30:00	101	78	61	94
2018-02-01 03:30:00	101	78	61	94
2018-02-01 04:00:00	101	78	61	94
2018-02-01 04:00:00	101	78	61	94
2018-02-01 04:00:00	101	78	61	94
2018-02-01 04:00:00	101	78	61	94
2018-02-01 04:30:00	101	78	61	94
2018-02-01 04:30:00	101	78	61	94
2018-02-01 04:30:00	101	78	61	94
2018-02-01 04:30:00	101	78	61	94
2018-02-01 05:00:00	101	78	61	94
2018-02-01 05:00:00	101	78	61	94
2018-02-01 05:00:00	101	78	61	94
2018-02-01 05:00:00	101	78	61	94
2018-02-01 05:30:00	101	78	61	94
2018-02-01 05:30:00	101	78	61	94
2018-02-01 05:30:00	101	78	61	94
2018-02-01 05:30:00	101	78	61	94
2018-02-01 06:00:00	101	78	61	94
2018-02-01 06:00:00	101	78	61	94
2018-02-01 06:00:00	101	78	61	94
2018-02-01 06:00:00	101	78	61	94
2018-02-01 06:30:00	101	78	61	94
2018-02-01 06:30:00	101	78	61	94
2018-02-01 06:30:00	101	78	61	94
2018-02-01 06:30:00	101	78	61	94
2018-02-01 07:00:00	101	78	61	94
2018-02-01 07:00:00	101	78	61	94
2018-02-01 07:00:00	101	78	61	94
2018-02-01 07:00:00	101	78	61	94
2018-02-01 07:30:00	101	78	61	94
2018-02-01 07:30:00	101	78	61	94
2018-02-01 07:30:00	101	78	61	94
2018-02-01 07:30:00	101	78	61	94
2018-02-01 09:30:00	101	78	61	94
2018-02-01 09:30:00	101	78	61	94
2018-02-01 09:30:00	101	78	61	94
2018-02-01 09:30:00	101	78	61	94
2018-02-01 10:00:00	101	78	60	94
2018-02-01 10:00:00	101	78	60	94
2018-02-01 10:00:00	101	78	60	94
2018-02-01 10:00:00	101	78	60	94
2018-02-01 10:30:00	101	78	60	93
2018-02-01 10:30:00	101	78	60	93
2018-02-01 10:30:00	101	78	60	93
2018-02-01 10:30:00	101	78	60	93
2018-02-01 11:00:00	101	78	60	93
2018-02-01 11:00:00	101	78	60	93
2018-02-01 11:00:00	101	78	60	93
2018-02-01 11:00:00	101	78	60	93
2018-02-01 11:30:00	101	78	61	93
2018-02-01 11:30:00	101	78	61	93
2018-02-01 11:30:00	101	78	61	93
2018-02-01 11:30:00	101	78	61	93
2018-02-01 12:00:00	101	78	61	93
2018-02-01 12:00:00	101	78	61	93
2018-02-01 12:00:00	101	78	61	93
2018-02-01 12:00:00	101	78	61	93
2018-02-01 12:30:00	101	78	61	94
2018-02-01 12:30:00	101	78	61	94
2018-02-01 12:30:00	101	78	61	94
2018-02-01 12:30:00	101	78	61	94
2018-02-01 13:00:00	101	78	61	94
2018-02-01 13:00:00	101	78	61	94
2018-02-01 13:00:00	101	78	61	94
2018-02-01 13:00:00	101	78	61	94
2018-02-01 13:30:00	101	78	61	94
2018-02-01 13:30:00	101	78	61	94
2018-02-01 13:30:00	101	78	61	94
2018-02-01 13:30:00	101	78	61	94
2018-02-01 14:30:00	101	77	61	94
2018-02-01 14:30:00	101	77	61	94
2018-02-01 14:30:00	101	77	61	94
2018-02-01 14:30:00	101	77	61	94
2018-02-01 15:00:00	101	77	62	93
2018-02-01 15:00:00	101	77	62	93
2018-02-01 15:00:00	101	77	62	93
2018-02-01 15:00:00	101	77	62	93
2018-02-01 15:30:00	100	77	63	92
2018-02-01 15:30:00	100	77	63	92
2018-02-01 15:30:00	100	77	63	92
2018-02-01 15:30:00	100	77	63	92
2018-02-01 16:00:00	100	77	63	92
2018-02-01 16:00:00	100	77	63	92
2018-02-01 16:00:00	100	77	63	92
2018-02-01 16:00:00	100	77	63	92
2018-02-01 16:30:00	100	77	63	91
2018-02-01 16:30:00	100	77	63	91
2018-02-01 16:30:00	100	77	63	91
2018-02-01 16:30:00	100	77	63	91
2018-02-01 17:00:00	99	77	63	91
2018-02-01 17:00:00	99	77	63	91
2018-02-01 17:00:00	99	77	63	91
2018-02-01 17:00:00	99	77	63	91
2018-02-01 17:30:00	98	77	61	90
2018-02-01 17:30:00	98	77	61	90
2018-02-01 17:30:00	98	77	61	90
2018-02-01 17:30:00	98	77	61	90
2018-02-01 18:00:00	98	76	61	90
2018-02-01 18:00:00	98	76	61	90
2018-02-01 18:00:00	98	76	61	90
2018-02-01 18:00:00	98	76	61	90
2018-02-01 18:30:00	97	75	61	91
2018-02-01 18:30:00	97	75	61	91
2018-02-01 18:30:00	97	75	61	91
2018-02-01 18:30:00	97	75	61	91
2018-02-01 19:00:00	97	74	60	92
2018-02-01 19:00:00	97	74	60	92
2018-02-01 19:00:00	97	74	60	92
2018-02-01 19:00:00	97	74	60	92
2018-02-01 19:30:00	97	74	60	90
2018-02-01 19:30:00	97	74	60	90
2018-02-01 19:30:00	97	74	60	90
2018-02-01 19:30:00	97	74	60	90
2018-02-01 20:00:00	95	74	60	90
2018-02-01 20:00:00	95	74	60	90
2018-02-01 20:00:00	95	74	60	90
2018-02-01 20:00:00	95	74	60	90
2018-02-01 20:30:00	95	74	60	90
2018-02-01 20:30:00	95	74	60	90
2018-02-01 20:30:00	95	74	60	90
2018-02-01 20:30:00	95	74	60	90
2018-02-01 21:00:00	95	74	60	89
2018-02-01 21:00:00	95	74	60	89
2018-02-01 21:00:00	95	74	60	89
2018-02-01 21:00:00	95	74	60	89
2018-02-01 21:30:00	95	74	60	89
2018-02-01 21:30:00	95	74	60	89
2018-02-01 21:30:00	95	74	60	89
2018-02-01 21:30:00	95	74	60	89
2018-02-01 22:00:00	95	74	60	89
2018-02-01 22:00:00	95	74	60	89
2018-02-01 22:00:00	95	74	60	89
2018-02-01 22:00:00	95	74	60	89
2018-02-01 22:30:00	95	74	60	88
2018-02-01 22:30:00	95	74	60	88
2018-02-01 22:30:00	95	74	60	88
