time	L1	L2	L3
2018-01-29 06:00:00	64	68	82
2018-01-29 06:00:00	64	68	82
2018-01-29 06:30:00	64	68	82
2018-01-29 06:30:00	64	68	82
2018-01-29 06:30:00	64	68	82
2018-01-29 07:00:00	64	68	82
2018-01-29 07:00:00	64	68	82
2018-01-29 07:00:00	64	68	82
2018-01-29 07:30:00	64	68	82
2018-01-29 07:30:00	64	68	82
2018-01-29 07:30:00	64	68	82
2018-01-29 09:30:00	63	68	82
2018-01-29 09:30:00	63	68	82
2018-01-29 09:30:00	63	68	82
2018-01-29 10:00:00	63	68	82
2018-01-29 10:00:00	63	68	82
2018-01-29 10:00:00	63	68	82
2018-01-29 10:30:00	63	68	82
2018-01-29 10:30:00	63	68	82
2018-01-29 10:30:00	63	68	82
2018-01-29 11:00:00	63	68	82
2018-01-29 11:00:00	63	68	82
2018-01-29 11:00:00	63	68	82
2018-01-29 11:30:00	64	68	82
2018-01-29 11:30:00	64	68	82
2018-01-29 11:30:00	64	68	82
2018-01-29 12:00:00	64	68	81
2018-01-29 12:00:00	64	68	81
2018-01-29 12:00:00	64	68	81
2018-01-29 12:30:00	64	68	81
2018-01-29 12:30:00	64	68	81
2018-01-29 12:30:00	64	68	81
2018-01-29 13:00:00	64	67	81
2018-01-29 13:00:00	64	67	81
2018-01-29 13:00:00	64	67	81
2018-01-29 13:30:00	64	67	81
2018-01-29 13:30:00	64	67	81
2018-01-29 13:30:00	64	67	81
2018-01-29 14:00:00	64	67	81
2018-01-29 14:00:00	64	67	81
2018-01-29 14:00:00	64	67	81
2018-01-29 14:30:00	63	67	81
2018-01-29 14:30:00	63	67	81
2018-01-29 14:30:00	63	67	81
2018-01-29 15:00:00	63	67	81
2018-01-29 15:00:00	63	67	81
2018-01-29 15:00:00	63	67	81
2018-01-29 15:30:00	63	67	81
2018-01-29 15:30:00	63	67	81
2018-01-29 15:30:00	63	67	81
2018-01-29 16:00:00	63	67	81
2018-01-29 16:00:00	63	67	81
2018-01-29 16:00:00	63	67	81
2018-01-29 16:30:00	63	67	81
2018-01-29 16:30:00	63	67	81
2018-01-29 16:30:00	63	67	81
2018-01-29 17:00:00	62	67	81
2018-01-29 17:00:00	62	67	81
2018-01-29 17:00:00	62	67	81
2018-01-29 17:30:00	62	67	81
2018-01-29 17:30:00	62	67	81
2018-01-29 17:30:00	62	67	81
2018-01-29 18:00:00	62	67	81
2018-01-29 18:00:00	62	67	81
2018-01-29 18:00:00	62	67	81
2018-01-29 18:30:00	62	67	81
2018-01-29 18:30:00	62	67	81
2018-01-29 18:30:00	62	67	81
2018-01-29 19:00:00	62	67	81
2018-01-29 19:00:00	62	67	81
2018-01-29 19:00:00	62	67	81
2018-01-29 19:30:00	62	67	81
2018-01-29 19:30:00	62	67	81
2018-01-29 19:30:00	62	67	81
2018-01-29 20:00:00	62	67	81
2018-01-29 20:00:00	62	67	81
2018-01-29 20:00:00	62	67	81
2018-01-29 20:30:00	62	67	81
2018-01-29 20:30:00	62	67	81
2018-01-29 20:30:00	62	67	81
2018-01-29 21:00:00	62	67	81
2018-01-29 21:00:00	62	67	81
2018-01-29 21:00:00	62	67	81
2018-01-29 21:30:00	62	67	81
2018-01-29 21:30:00	62	67	81
2018-01-29 21:30:00	62	67	81
2018-01-29 22:00:00	61	67	81
2018-01-29 22:00:00	61	67	81
2018-01-29 22:00:00	61	67	81
2018-01-29 22:30:00	61	67	82
2018-01-29 22:30:00	61	67	82
2018-01-29 22:30:00	61	67	82
2018-01-29 23:00:00	61	67	81
2018-01-29 23:00:00	61	67	81
2018-01-29 23:00:00	61	67	81
2018-01-29 23:30:00	61	67	81
2018-01-29 23:30:00	61	67	81
2018-01-29 23:30:00	61	67	81
2018-01-30 00:00:00	61	67	81
2018-01-30 00:00:00	61	67	81
2018-01-30 00:00:00	61	67	81
2018-01-30 00:30:00	61	67	81
2018-01-30 00:30:00	61	67	81
2018-01-30 00:30:00	61	67	81
2018-01-30 01:00:00	61	67	81
2018-01-30 01:00:00	61	67	81
2018-01-30 01:00:00	61	67	81
2018-01-30 01:30:00	61	67	81
2018-01-30 01:30:00	61	67	81
2018-01-30 01:30:00	61	67	81
2018-01-30 02:00:00	61	67	81
2018-01-30 02:00:00	61	67	81
2018-01-30 02:00:00	61	67	81
2018-01-30 02:30:00	61	67	81
2018-01-30 02:30:00	61	67	81
2018-01-30 02:30:00	61	67	81
2018-01-30 03:00:00	61	67	81
2018-01-30 03:00:00	61	67	81
2018-01-30 03:00:00	61	67	81
2018-01-30 03:30:00	61	67	81
2018-01-30 03:30:00	61	67	81
2018-01-30 03:30:00	61	67	81
2018-01-30 04:00:00	61	67	81
2018-01-30 04:00:00	61	67	81
2018-01-30 04:00:00	61	67	81
2018-01-30 04:30:00	61	67	81
2018-01-30 04:30:00	61	67	81
2018-01-30 04:30:00	61	67	81
2018-01-30 05:00:00	61	67	81
2018-01-30 05:00:00	61	67	81
2018-01-30 05:00:00	61	67	81
2018-01-30 05:30:00	61	67	81
2018-01-30 05:30:00	61	67	81
2018-01-30 05:30:00	61	67	81
2018-01-30 06:00:00	61	67	81
2018-01-30 06:00:00	61	67	81
2018-01-30 06:00:00	61	67	81
2018-01-30 06:30:00	61	67	81
2018-01-30 06:30:00	61	67	81
2018-01-30 06:30:00	61	67	81
2018-01-30 07:00:00	61	67	81
2018-01-30 07:00:00	61	67	81
2018-01-30 07:00:00	61	67	81
2018-01-30 07:30:00	61	67	81
2018-01-30 07:30:00	61	67	81
2018-01-30 07:30:00	61	67	81
2018-01-30 09:30:00	61	67	81
2018-01-30 09:30:00	61	67	81
2018-01-30 09:30:00	61	67	81
2018-01-30 10:00:00	61	67	81
2018-01-30 10:00:00	61	67	81
2018-01-30 10:00:00	61	67	81
2018-01-30 10:30:00	61	67	81
2018-01-30 10:30:00	61	67	81
2018-01-30 10:30:00	61	67	81
2018-01-30 11:00:00	61	67	81
2018-01-30 11:00:00	61	67	81
2018-01-30 11:00:00	61	67	81
2018-01-30 11:30:00	61	67	81
2018-01-30 11:30:00	61	67	81
2018-01-30 11:30:00	61	67	81
2018-01-30 12:00:00	61	67	81
2018-01-30 12:00:00	61	67	81
2018-01-30 12:00:00	61	67	81
2018-01-30 12:30:00	61	67	81
2018-01-30 12:30:00	61	67	81
2018-01-30 12:30:00	61	67	81
2018-01-30 13:00:00	61	67	81
2018-01-30 13:00:00	61	67	81
2018-01-30 13:00:00	61	67	81
2018-01-30 13:30:00	61	67	81
2018-01-30 13:30:00	61	67	81
2018-01-30 13:30:00	61	67	81
2018-01-30 14:00:00	61	67	82
2018-01-30 14:00:00	61	67	82
2018-01-30 14:00:00	61	67	82
2018-01-30 14:30:00	61	67	82
2018-01-30 14:30:00	61	67	82
2018-01-30 14:30:00	61	67	82
2018-01-30 15:00:00	61	67	81
2018-01-30 15:00:00	61	67	81
2018-01-30 15:00:00	61	67	81
2018-01-30 15:30:00	61	67	81
2018-01-30 15:30:00	61	67	81
2018-01-30 15:30:00	61	67	81
2018-01-30 16:00:00	60	66	82
2018-01-30 16:00:00	60	66	82
2018-01-30 16:00:00	60	66	82
2018-01-30 16:30:00	60	66	82
2018-01-30 16:30:00	60	66	82
2018-01-30 16:30:00	60	66	82
2018-01-30 17:00:00	60	66	81
2018-01-30 17:00:00	60	66	81
2018-01-30 17:00:00	60	66	81
2018-01-30 17:30:00	60	66	81
2018-01-30 17:30:00	60	66	81
2018-01-30 17:30:00	60	66	81
2018-01-30 18:00:00	59	66	81
2018-01-30 18:00:00	59	66	81
2018-01-30 18:00:00	59	66	81
2018-01-30 18:30:00	58	66	81
2018-01-30 18:30:00	58	66	81
2018-01-30 18:30:00	58	66	81
2018-01-30 19:00:00	58	67	81
2018-01-30 19:00:00	58	67	81
2018-01-30 19:00:00	58	67	81
2018-01-30 19:30:00	58	67	81
2018-01-30 19:30:00	58	67	81
2018-01-30 19:30:00	58	67	81
2018-01-30 20:00:00	58	67	81
2018-01-30 20:00:00	58	67	81
2018-01-30 20:00:00	58	67	81
2018-01-30 20:30:00	58	67	81
2018-01-30 20:30:00	58	67	81
2018-01-30 20:30:00	58	67	81
2018-01-30 21:00:00	58	67	81
2018-01-30 21:00:00	58	67	81
2018-01-30 21:00:00	58	67	81
2018-01-30 21:30:00	58	67	81
2018-01-30 21:30:00	58	67	81
2018-01-30 21:30:00	58	67	81
2018-01-30 22:00:00	58	66	81
2018-01-30 22:00:00	58	66	81
2018-01-30 22:00:00	58	66	81
2018-01-30 22:30:00	58	66	81
2018-01-30 22:30:00	58	66	81
2018-01-30 22:30:00	58	66	81
2018-01-30 23:00:00	58	66	81
2018-01-30 23:00:00	58	66	81
2018-01-30 23:00:00	58	66	81
2018-01-30 23:30:00	58	66	81
2018-01-30 23:30:00	58	66	81
